14.20,0.69
15.41,0.69
15.64,0.65
16.28,0.65
17.11,0.64
14.89,0.63
18.43,0.62
14.37,0.6
11.66,0.59
12.81,0.59
13.09,0.59
12.30,0.58
15.18,0.58
8.64,0.57
14.61,0.57
17.77,0.55
12.93,0.52
14.19,0.52
15.98,0.52
11.22,0.51
12.23,0.51
13.90,0.51
15.38,0.51
11.85,0.5
12.73,0.5
13.91,0.5
15.20,0.5
13.47,0.49
13.93,0.49
16.45,0.49
17.25,0.49
16.36,0.48
10.06,0.47
11.99,0.47
14.89,0.47
15.86,0.46
17.14,0.46
12.89,0.45
15.21,0.45
16.14,0.45
18.07,0.45
12.75,0.44
13.63,0.44
13.75,0.43
14.70,0.43
15.93,0.43
17.29,0.43
12.30,0.42
15.47,0.42
17.27,0.42
19.76,0.42
13.19,0.41
13.93,0.41
16.20,0.41
16.71,0.41
17.03,0.41
18.27,0.41
17.77,0.4
12.38,0.39
12.61,0.39
14.80,0.39
14.81,0.39
15.30,0.39
17.53,0.39
18.25,0.39
14.96,0.38
15.57,0.38
16.61,0.38
16.91,0.38
17.03,0.38
14.50,0.37
15.20,0.37
15.85,0.37
16.26,0.37
13.86,0.36
13.91,0.36
15.66,0.36
16.63,0.36
12.34,0.35
15.45,0.35
16.43,0.35
16.59,0.35
19.64,0.35
11.33,0.34
12.17,0.34
12.62,0.34
14.95,0.34
15.50,0.34
16.21,0.34
18.16,0.34
13.01,0.33
13.26,0.33
13.54,0.33
13.87,0.33
15.47,0.33
15.95,0.33
16.39,0.33
16.59,0.33
17.37,0.33
13.34,0.32
13.97,0.32
14.98,0.32
15.48,0.32
15.66,0.32
16.06,0.32
16.39,0.32
16.52,0.32
16.78,0.32
17.34,0.32
18.30,0.32
12.79,0.31
15.23,0.31
16.34,0.31
16.38,0.31
18.36,0.31
14.74,0.3
14.86,0.3
14.99,0.3
16.79,0.3
12.71,0.29
14.18,0.29
14.33,0.29
14.64,0.29
14.96,0.29
15.07,0.29
15.25,0.29
15.57,0.29
16.60,0.29
16.80,0.29
16.95,0.29
17.39,0.29
17.65,0.29
19.52,0.29
12.21,0.28
14.23,0.28
14.25,0.28
14.79,0.28
15.39,0.28
15.42,0.28
17.35,0.28
17.50,0.28
17.82,0.28
18.04,0.28
18.27,0.28
13.72,0.27
14.93,0.27
15.80,0.27
16.28,0.27
16.56,0.27
16.65,0.27
17.96,0.27
18.06,0.27
18.53,0.27
12.73,0.26
13.52,0.26
14.28,0.26
14.96,0.26
14.97,0.26
15.73,0.26
16.24,0.26
16.27,0.26
16.35,0.26
16.65,0.26
16.86,0.26
17.21,0.26
17.97,0.26
12.75,0.25
13.39,0.25
13.58,0.25
13.61,0.25
14.05,0.25
14.41,0.25
14.90,0.25
15.47,0.25
15.53,0.25
15.82,0.25
16.06,0.25
16.88,0.25
19.39,0.25
12.94,0.24
13.11,0.24
13.19,0.24
16.51,0.24
16.61,0.24
16.97,0.24
17.22,0.24
17.56,0.24
17.58,0.24
17.73,0.24
19.43,0.24
14.93,0.23
15.04,0.23
15.08,0.23
15.35,0.23
15.91,0.23
16.01,0.23
16.23,0.23
16.42,0.23
16.65,0.23
16.67,0.23
17.20,0.23
18.23,0.23
13.67,0.22
14.74,0.22
14.91,0.22
14.96,0.22
15.74,0.22
15.77,0.22
15.80,0.22
16.02,0.22
16.14,0.22
17.35,0.22
17.47,0.22
18.24,0.22
18.32,0.22
14.77,0.21
15.16,0.21
15.31,0.21
15.97,0.21
16.55,0.21
17.59,0.21
19.12,0.21
12.49,0.2
13.51,0.2
13.83,0.2
14.01,0.2
14.54,0.2
14.76,0.2
15.45,0.2
15.92,0.2
16.13,0.2
17.50,0.2
17.76,0.2
11.95,0.19
13.30,0.19
13.45,0.19
14.76,0.19
15.17,0.19
15.49,0.19
15.97,0.19
16.64,0.19
16.68,0.19
16.69,0.19
13.26,0.18
14.22,0.18
14.69,0.18
15.87,0.18
15.98,0.18
16.61,0.18
17.22,0.18
11.87,0.17
12.28,0.17
13.58,0.17
13.71,0.17
13.98,0.17
14.01,0.17
14.37,0.17
14.94,0.17
15.30,0.17
15.79,0.17
15.93,0.17
17.46,0.17
20.75,0.17
12.20,0.16
12.80,0.16
13.54,0.16
13.82,0.16
14.24,0.16
14.63,0.16
14.66,0.16
15.08,0.16
15.79,0.16
16.53,0.16
17.76,0.16
7.57,0.15
17.15,0.15
17.19,0.15
14.01,0.14
14.10,0.14
14.60,0.14
15.38,0.14
15.51,0.14
16.37,0.14
16.60,0.14
16.64,0.14
11.12,0.13
13.94,0.13
14.43,0.13
16.23,0.13
17.19,0.13
13.77,0.12
14.89,0.12
15.27,0.12
15.64,0.12
15.82,0.12
17.32,0.12
12.57,0.11
12.93,0.11
13.16,0.11
14.26,0.11
15.61,0.11
15.68,0.11
12.47,0.1
14.61,0.1
15.60,0.1
17.28,0.1
8.39,0.09
13.26,0.09
14.43,0.09
15.14,0.09
16.11,0.09
14.93,0.08
15.18,0.08
16.13,0.08
24.79,0.08
13.51,0.07
13.25,0.06
16.66,0.06
27.38,0.06
13.19,0.05
